session,task,run,subj,name,stimuli,number,letter,trial.type,cue,number.resp,letter.resp,award,switch,cue.color,target.color,target.color.orig,incentive,iti,acc,rt,resp,cresp,time.cue.onset.abs,time.target.onset.abs,time.rt.abs,time.scan.start,trial.num,time.cue.onset,time.target.onset,time.rt,time.block1.on,time.block2.on,time.block3.on,time.block1.off,time.block2.off,time.block3.off,trial.type.switch
baseline,Cuedts,1,765864,bas_cue_run1_765864,A2,e,v,Con,n,1,1,,Switch,red,black,black,NoInc,3200,1,1275,1,1,437310,441809,443084,136183,21,301.127,305.626,306.901,28.42,274.431,520.425,246.035,492.03,738.024,ConSwitch
baseline,Cuedts,1,765864,bas_cue_run1_765864,2A,e,v,Con,n,1,1,,Repeat,red,black,black,NoInc,3200,1,962,1,1,449308,453807,454769,136183,22,313.125,317.624,318.586,28.42,274.431,520.425,246.035,492.03,738.024,ConRepeat
baseline,Cuedts,1,765864,bas_cue_run1_765864,2A,e,v,Con,l,1,1,,Switch,red,black,black,NoInc,4400,0,906,2,1,461306,465805,466711,136183,23,325.123,329.622,330.528,28.42,274.431,520.425,246.035,492.03,738.024,ConSwitch
baseline,Cuedts,1,765864,bas_cue_run1_765864,2A,e,v,Con,l,1,1,,Repeat,red,black,black,NoInc,2000,1,1077,1,1,474504,479003,480080,136183,24,338.321,342.82,343.897,28.42,274.431,520.425,246.035,492.03,738.024,ConRepeat
baseline,Cuedts,1,765864,bas_cue_run1_765864,I6,e,v,Con,l,1,1,,Repeat,red,black,black,NoInc,2000,1,843,1,1,485302,489801,490644,136183,25,349.119,353.618,354.461,28.42,274.431,520.425,246.035,492.03,738.024,ConRepeat
baseline,Cuedts,1,765864,bas_cue_run1_765864,1B,o,c,Con,l,2,2,,Repeat,red,black,black,NoInc,4400,1,1908,2,2,496100,500600,502508,136183,26,359.917,364.417,366.325,28.42,274.431,520.425,246.035,492.03,738.024,ConRepeat
baseline,Cuedts,1,765864,bas_cue_run1_765864,5H,o,c,Con,n,2,2,,Switch,red,black,green,Inc,3200,1,1135,2,2,509298,513798,514933,136183,27,373.115,377.615,378.75,28.42,274.431,520.425,246.035,492.03,738.024,ConSwitch
baseline,Cuedts,1,765864,bas_cue_run1_765864,E3,o,v,InCon,n,2,1,,Repeat,red,black,green,Inc,3200,1,1343,2,2,521313,525812,527155,136183,28,385.13,389.629,390.972,28.42,274.431,520.425,246.035,492.03,738.024,InConRepeat
baseline,Cuedts,1,765864,bas_cue_run1_765864,B1,o,c,Con,l,2,2,,Switch,red,black,black,NoInc,2000,1,877,2,2,533311,537810,538687,136183,29,397.128,401.627,402.504,28.42,274.431,520.425,246.035,492.03,738.024,ConSwitch
baseline,Cuedts,1,765864,bas_cue_run1_765864,6I,e,v,Con,n,1,1,,Switch,red,black,black,NoInc,4400,1,1435,1,1,544109,548609,550044,136183,30,407.926,412.426,413.861,28.42,274.431,520.425,246.035,492.03,738.024,ConSwitch
baseline,Cuedts,1,765864,bas_cue_run1_765864,1B,o,c,Con,n,2,2,,Repeat,red,black,black,NoInc,4400,1,1106,2,2,557307,561807,562913,136183,31,421.124,425.624,426.73,28.42,274.431,520.425,246.035,492.03,738.024,ConRepeat
baseline,Cuedts,1,765864,bas_cue_run1_765864,E3,o,v,InCon,n,2,1,,Repeat,red,black,green,Inc,2000,1,1200,2,2,570505,575005,576205,136183,32,434.322,438.822,440.022,28.42,274.431,520.425,246.035,492.03,738.024,InConRepeat
baseline,Cuedts,1,765864,bas_cue_run1_765864,3E,o,v,InCon,n,2,1,,Repeat,red,black,green,Inc,4400,1,1314,2,2,581304,585803,587117,136183,33,445.121,449.62,450.934,28.42,274.431,520.425,246.035,492.03,738.024,InConRepeat
baseline,Cuedts,1,765864,bas_cue_run1_765864,3E,o,v,InCon,l,2,1,,Switch,red,black,green,Inc,3200,1,1658,1,1,594501,599001,600659,136183,34,458.318,462.818,464.476,28.42,274.431,520.425,246.035,492.03,738.024,InConSwitch
baseline,Cuedts,1,765864,bas_cue_run1_765864,2B,e,c,InCon,l,1,2,,Repeat,red,black,black,NoInc,3200,1,1020,2,2,606500,610999,612019,136183,35,470.317,474.816,475.836,28.42,274.431,520.425,246.035,492.03,738.024,InConRepeat
baseline,Cuedts,1,765864,bas_cue_run1_765864,A1,o,v,InCon,n,2,1,,Switch,red,black,black,NoInc,2000,1,1524,2,2,618498,622997,624521,136183,36,482.315,486.814,488.338,28.42,274.431,520.425,246.035,492.03,738.024,InConSwitch
baseline,Cuedts,1,765864,bas_cue_run1_765864,1B,o,c,Con,n,2,2,,,red,black,black,NoInc,3200,1,1268,2,2,659308,663807,665075,136183,37,523.125,527.624,528.892,28.42,274.431,520.425,246.035,492.03,738.024,trial1
baseline,Cuedts,1,765864,bas_cue_run1_765864,B1,o,c,Con,l,2,2,,Switch,red,black,black,NoInc,3200,1,1730,2,2,671306,675805,677535,136183,38,535.123,539.622,541.352,28.42,274.431,520.425,246.035,492.03,738.024,ConSwitch
baseline,Cuedts,1,765864,bas_cue_run1_765864,2A,e,v,Con,l,1,1,,Repeat,red,black,black,NoInc,2000,1,769,1,1,683304,687803,688572,136183,39,547.121,551.62,552.389,28.42,274.431,520.425,246.035,492.03,738.024,ConRepeat
baseline,Cuedts,1,765864,bas_cue_run1_765864,6I,e,v,Con,l,1,1,,Repeat,red,black,black,NoInc,2000,1,1089,1,1,694102,698602,699691,136183,40,557.919,562.419,563.508,28.42,274.431,520.425,246.035,492.03,738.024,ConRepeat
baseline,Cuedts,1,765864,bas_cue_run1_765864,E3,o,v,InCon,l,2,1,,Repeat,red,black,green,Inc,4400,1,1121,1,1,704901,709400,710521,136183,41,568.718,573.217,574.338,28.42,274.431,520.425,246.035,492.03,738.024,InConRepeat
baseline,Cuedts,1,765864,bas_cue_run1_765864,3E,o,v,InCon,n,2,1,,Switch,red,black,green,Inc,4400,1,1037,2,2,718099,722598,723635,136183,42,581.916,586.415,587.452,28.42,274.431,520.425,246.035,492.03,738.024,InConSwitch
baseline,Cuedts,1,765864,bas_cue_run1_765864,4D,e,c,InCon,n,1,2,,Repeat,red,black,green,Inc,3200,1,1037,1,1,731313,735812,736849,136183,43,595.13,599.629,600.666,28.42,274.431,520.425,246.035,492.03,738.024,InConRepeat
baseline,Cuedts,1,765864,bas_cue_run1_765864,1A,o,v,InCon,n,2,1,,Repeat,red,black,black,NoInc,2000,1,1206,2,2,743311,747810,749016,136183,44,607.128,611.627,612.833,28.42,274.431,520.425,246.035,492.03,738.024,InConRepeat
baseline,Cuedts,1,765864,bas_cue_run1_765864,1B,o,c,Con,l,2,2,,Switch,red,black,black,NoInc,4400,1,1744,2,2,754109,758609,760353,136183,45,617.926,622.426,624.17,28.42,274.431,520.425,246.035,492.03,738.024,ConSwitch
baseline,Cuedts,1,765864,bas_cue_run1_765864,A2,e,v,Con,n,1,1,,Switch,red,black,black,NoInc,3200,1,920,1,1,767307,771807,772727,136183,46,631.124,635.624,636.544,28.42,274.431,520.425,246.035,492.03,738.024,ConSwitch
baseline,Cuedts,1,765864,bas_cue_run1_765864,B1,o,c,Con,n,2,2,,Repeat,red,black,black,NoInc,2000,1,1243,2,2,779305,783805,785048,136183,47,643.122,647.622,648.865,28.42,274.431,520.425,246.035,492.03,738.024,ConRepeat
baseline,Cuedts,1,765864,bas_cue_run1_765864,H5,o,c,Con,n,2,2,,Repeat,red,black,black,NoInc,3200,1,1380,2,2,790104,794603,795983,136183,48,653.921,658.42,659.8,28.42,274.431,520.425,246.035,492.03,738.024,ConRepeat
baseline,Cuedts,1,765864,bas_cue_run1_765864,4D,e,c,InCon,l,1,2,,Switch,red,black,green,Inc,2000,1,1617,2,2,802102,806601,808218,136183,49,665.919,670.418,672.035,28.42,274.431,520.425,246.035,492.03,738.024,InConSwitch
baseline,Cuedts,1,765864,bas_cue_run1_765864,2A,e,v,Con,n,1,1,,Switch,red,black,black,NoInc,4400,1,962,1,1,812900,817399,818361,136183,50,676.717,681.216,682.178,28.42,274.431,520.425,246.035,492.03,738.024,ConSwitch
baseline,Cuedts,1,765864,bas_cue_run1_765864,6I,e,v,Con,n,1,1,,Repeat,red,black,black,NoInc,2000,1,2158,1,1,826098,830597,832755,136183,51,689.915,694.414,696.572,28.42,274.431,520.425,246.035,492.03,738.024,ConRepeat
baseline,Cuedts,1,765864,bas_cue_run1_765864,H5,o,c,Con,l,2,2,,Switch,red,black,green,Inc,4400,1,1012,2,2,836913,841412,842424,136183,52,700.73,705.229,706.241,28.42,274.431,520.425,246.035,492.03,738.024,ConSwitch
baseline,Cuedts,1,765864,bas_cue_run1_765864,A2,e,v,Con,l,1,1,,Repeat,red,black,black,NoInc,3200,1,937,1,1,850111,854610,855547,136183,53,713.928,718.427,719.364,28.42,274.431,520.425,246.035,492.03,738.024,ConRepeat
baseline,Cuedts,1,765864,bas_cue_run1_765864,3E,o,v,InCon,l,2,1,,Repeat,red,black,green,Inc,4400,1,1382,1,1,862109,866608,867990,136183,54,725.926,730.425,731.807,28.42,274.431,520.425,246.035,492.03,738.024,InConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,B1,o,c,Con,n,2,2,,,red,black,black,NoInc,2000,1,1082,2,2,77557,82056,83138,46446,1,31.111,35.61,36.692,28.411,274.422,520.416,246.026,492.021,738.015,trial1
baseline,Cuedts,2,765864,bas_cue_run2_765864,A2,e,v,Con,l,1,1,,Switch,red,black,black,NoInc,3200,1,952,1,1,88355,92854,93806,46446,2,41.909,46.408,47.36,28.411,274.422,520.416,246.026,492.021,738.015,ConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,5H,o,c,Con,n,2,2,,Switch,red,black,black,NoInc,3200,1,1555,2,2,100353,104852,106407,46446,3,53.907,58.406,59.961,28.411,274.422,520.416,246.026,492.021,738.015,ConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,A2,e,v,Con,n,1,1,,Repeat,red,black,black,NoInc,4400,1,1155,1,1,112368,116867,118022,46446,4,65.922,70.421,71.576,28.411,274.422,520.416,246.026,492.021,738.015,ConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,4D,e,c,InCon,l,1,2,,Switch,red,black,green,Inc,3200,0,1616,1,2,125566,130065,131681,46446,5,79.12,83.619,85.235,28.411,274.422,520.416,246.026,492.021,738.015,InConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,E3,o,v,InCon,l,2,1,,Repeat,red,black,green,Inc,4400,1,1160,1,1,137564,142063,143223,46446,6,91.118,95.617,96.777,28.411,274.422,520.416,246.026,492.021,738.015,InConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,6I,e,v,Con,l,1,1,,Repeat,red,black,green,Inc,4400,1,1263,1,1,150762,155261,156524,46446,7,104.316,108.815,110.078,28.411,274.422,520.416,246.026,492.021,738.015,ConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,B2,e,c,InCon,l,1,2,,Repeat,red,black,black,NoInc,2000,1,1535,2,2,163960,168459,169994,46446,8,117.514,122.013,123.548,28.411,274.422,520.416,246.026,492.021,738.015,InConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,3E,o,v,InCon,n,2,1,,Switch,red,black,green,Inc,2000,1,1374,2,2,174758,179257,180631,46446,9,128.312,132.811,134.185,28.411,274.422,520.416,246.026,492.021,738.015,InConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,D4,e,c,InCon,n,1,2,,Repeat,red,black,green,Inc,2000,1,1982,1,1,185556,190055,192037,46446,10,139.11,143.609,145.591,28.411,274.422,520.416,246.026,492.021,738.015,InConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,B1,o,c,Con,l,2,2,,Switch,red,black,black,NoInc,4400,1,1491,2,2,196354,200854,202345,46446,11,149.908,154.408,155.899,28.411,274.422,520.416,246.026,492.021,738.015,ConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,H5,o,c,Con,l,2,2,,Repeat,red,black,black,NoInc,4400,1,1472,2,2,209552,214068,215540,46446,12,163.106,167.622,169.094,28.411,274.422,520.416,246.026,492.021,738.015,ConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,6I,e,v,Con,n,1,1,,Switch,red,black,black,NoInc,2000,1,1506,1,1,222767,227266,228772,46446,13,176.321,180.82,182.326,28.411,274.422,520.416,246.026,492.021,738.015,ConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,2A,e,v,Con,n,1,1,,Repeat,red,black,black,NoInc,3200,1,1552,1,1,233565,238064,239616,46446,14,187.119,191.618,193.17,28.411,274.422,520.416,246.026,492.021,738.015,ConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,2A,e,v,Con,l,1,1,,Switch,red,black,black,NoInc,4400,1,1071,1,1,245563,250063,251134,46446,15,199.117,203.617,204.688,28.411,274.422,520.416,246.026,492.021,738.015,ConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,1B,o,c,Con,n,2,2,,Switch,red,black,black,NoInc,3200,1,1127,2,2,258761,263260,264387,46446,16,212.315,216.814,217.941,28.411,274.422,520.416,246.026,492.021,738.015,ConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,1B,o,c,Con,l,2,2,,Switch,red,black,black,NoInc,2000,1,1295,2,2,270759,275259,276554,46446,17,224.313,228.813,230.108,28.411,274.422,520.416,246.026,492.021,738.015,ConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,E3,o,v,InCon,n,2,1,,Switch,red,black,green,Inc,3200,1,1070,2,2,281558,286057,287127,46446,18,235.112,239.611,240.681,28.411,274.422,520.416,246.026,492.021,738.015,InConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,2A,e,v,Con,n,1,1,,,red,black,black,NoInc,2000,1,1102,1,1,323568,328067,329169,46446,19,277.122,281.621,282.723,28.411,274.422,520.416,246.026,492.021,738.015,trial1
baseline,Cuedts,2,765864,bas_cue_run2_765864,A2,e,v,Con,l,1,1,,Switch,red,black,black,NoInc,4400,1,1054,1,1,334366,338865,339919,46446,20,287.92,292.419,293.473,28.411,274.422,520.416,246.026,492.021,738.015,ConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,2B,e,c,InCon,n,1,2,,Switch,red,black,black,NoInc,4400,1,961,1,1,347564,352063,353024,46446,21,301.118,305.617,306.578,28.411,274.422,520.416,246.026,492.021,738.015,InConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,2A,e,v,Con,l,1,1,,Switch,red,black,black,NoInc,2000,1,1454,1,1,360762,365261,366715,46446,22,314.316,318.815,320.269,28.411,274.422,520.416,246.026,492.021,738.015,ConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,D4,e,c,InCon,l,1,2,,Repeat,red,black,green,Inc,3200,1,1517,2,2,371560,376059,377576,46446,23,325.114,329.613,331.13,28.411,274.422,520.416,246.026,492.021,738.015,InConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,D4,e,c,InCon,n,1,2,,Switch,red,black,green,Inc,4400,1,1350,1,1,383558,388057,389407,46446,24,337.112,341.611,342.961,28.411,274.422,520.416,246.026,492.021,738.015,InConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,4D,e,c,InCon,n,1,2,,Repeat,red,black,green,Inc,3200,1,1480,1,1,396756,401255,402735,46446,25,350.31,354.809,356.289,28.411,274.422,520.416,246.026,492.021,738.015,InConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,5H,o,c,Con,l,2,2,,Switch,red,black,green,Inc,3200,1,1469,2,2,408754,413253,414722,46446,26,362.308,366.807,368.276,28.411,274.422,520.416,246.026,492.021,738.015,ConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,B1,o,c,Con,l,2,2,,Repeat,red,black,black,NoInc,2000,1,1097,2,2,420752,425268,426365,46446,27,374.306,378.822,379.919,28.411,274.422,520.416,246.026,492.021,738.015,ConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,H5,o,c,Con,l,2,2,,Repeat,red,black,black,NoInc,3200,1,1396,2,2,431567,436066,437462,46446,28,385.121,389.62,391.016,28.411,274.422,520.416,246.026,492.021,738.015,ConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,1B,o,c,Con,l,2,2,,Repeat,red,black,black,NoInc,2000,1,1047,2,2,443565,448064,449111,46446,29,397.119,401.618,402.665,28.411,274.422,520.416,246.026,492.021,738.015,ConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,I6,e,v,Con,n,1,1,,Switch,red,black,black,NoInc,3200,1,1353,1,1,454363,458863,460216,46446,30,407.917,412.417,413.77,28.411,274.422,520.416,246.026,492.021,738.015,ConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,I6,e,v,Con,n,1,1,,Repeat,red,black,green,Inc,4400,1,1664,1,1,466362,470861,472525,46446,31,419.916,424.415,426.079,28.411,274.422,520.416,246.026,492.021,738.015,ConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,1A,o,v,InCon,n,2,1,,Repeat,red,black,black,NoInc,2000,1,2239,2,2,479559,484059,486298,46446,32,433.113,437.613,439.852,28.411,274.422,520.416,246.026,492.021,738.015,InConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,3E,o,v,InCon,l,2,1,,Switch,red,black,green,Inc,4400,1,1583,1,1,490358,494857,496440,46446,33,443.912,448.411,449.994,28.411,274.422,520.416,246.026,492.021,738.015,InConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,I6,e,v,Con,l,1,1,,Repeat,red,black,black,NoInc,2000,1,1415,1,1,503556,508055,509470,46446,34,457.11,461.609,463.024,28.411,274.422,520.416,246.026,492.021,738.015,ConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,B1,o,c,Con,n,2,2,,Switch,red,black,black,NoInc,3200,1,1182,2,2,514354,518853,520035,46446,35,467.908,472.407,473.589,28.411,274.422,520.416,246.026,492.021,738.015,ConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,A2,e,v,Con,n,1,1,,Repeat,red,black,black,NoInc,4400,1,1157,1,1,526352,530868,532025,46446,36,479.906,484.422,485.579,28.411,274.422,520.416,246.026,492.021,738.015,ConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,6I,e,v,Con,n,1,1,,,red,black,black,NoInc,2000,1,1255,1,1,569562,574061,575316,46446,37,523.116,527.615,528.87,28.411,274.422,520.416,246.026,492.021,738.015,trial1
baseline,Cuedts,2,765864,bas_cue_run2_765864,E3,o,v,InCon,l,2,1,,Switch,red,black,green,Inc,2000,1,889,1,1,580360,584859,585748,46446,38,533.914,538.413,539.302,28.411,274.422,520.416,246.026,492.021,738.015,InConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,3E,o,v,InCon,n,2,1,,Switch,red,black,green,Inc,3200,1,1435,2,2,591158,595658,597093,46446,39,544.712,549.212,550.647,28.411,274.422,520.416,246.026,492.021,738.015,InConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,H5,o,c,Con,l,2,2,,Switch,red,black,black,NoInc,4400,1,1448,2,2,603157,607656,609104,46446,40,556.711,561.21,562.658,28.411,274.422,520.416,246.026,492.021,738.015,ConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,1B,o,c,Con,l,2,2,,Repeat,red,black,black,NoInc,4400,1,1499,2,2,616354,620854,622353,46446,41,569.908,574.408,575.907,28.411,274.422,520.416,246.026,492.021,738.015,ConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,2A,e,v,Con,n,1,1,,Switch,red,black,black,NoInc,4400,1,1041,1,1,629552,634068,635109,46446,42,583.106,587.622,588.663,28.411,274.422,520.416,246.026,492.021,738.015,ConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,A2,e,v,Con,n,1,1,,Repeat,red,black,black,NoInc,3200,1,1261,1,1,642767,647266,648527,46446,43,596.321,600.82,602.081,28.411,274.422,520.416,246.026,492.021,738.015,ConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,4D,e,c,InCon,n,1,2,,Repeat,red,black,green,Inc,2000,1,906,1,1,654765,659264,660170,46446,44,608.319,612.818,613.724,28.411,274.422,520.416,246.026,492.021,738.015,InConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,H5,o,c,Con,n,2,2,,Repeat,red,black,green,Inc,3200,1,1338,2,2,665563,670063,671401,46446,45,619.117,623.617,624.955,28.411,274.422,520.416,246.026,492.021,738.015,ConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,A2,e,v,Con,l,1,1,,Switch,red,black,black,NoInc,3200,1,1172,1,1,677561,682061,683233,46446,46,631.115,635.615,636.787,28.411,274.422,520.416,246.026,492.021,738.015,ConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,B1,o,c,Con,l,2,2,,Repeat,red,black,black,NoInc,4400,1,1232,2,2,689560,694059,695291,46446,47,643.114,647.613,648.845,28.411,274.422,520.416,246.026,492.021,738.015,ConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,4D,e,c,InCon,l,1,2,,Repeat,red,black,green,Inc,4400,1,1656,2,2,702757,707257,708913,46446,48,656.311,660.811,662.467,28.411,274.422,520.416,246.026,492.021,738.015,InConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,B1,o,c,Con,n,2,2,,Switch,red,black,black,NoInc,3200,1,1449,2,2,715955,720455,721904,46446,49,669.509,674.009,675.458,28.411,274.422,520.416,246.026,492.021,738.015,ConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,A1,o,v,InCon,l,2,1,,Switch,red,black,black,NoInc,2000,1,1437,1,1,727953,732453,733890,46446,50,681.507,686.007,687.444,28.411,274.422,520.416,246.026,492.021,738.015,InConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,D4,e,c,InCon,l,1,2,,Repeat,red,black,green,Inc,3200,1,1524,2,2,738752,743268,744792,46446,51,692.306,696.822,698.346,28.411,274.422,520.416,246.026,492.021,738.015,InConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,5H,o,c,Con,n,2,2,,Switch,red,black,black,NoInc,2000,1,1410,2,2,750767,755266,756676,46446,52,704.321,708.82,710.23,28.411,274.422,520.416,246.026,492.021,738.015,ConSwitch
baseline,Cuedts,2,765864,bas_cue_run2_765864,1B,o,c,Con,n,2,2,,Repeat,red,black,black,NoInc,2000,1,1334,2,2,761565,766064,767398,46446,53,715.119,719.618,720.952,28.411,274.422,520.416,246.026,492.021,738.015,ConRepeat
baseline,Cuedts,2,765864,bas_cue_run2_765864,2B,e,c,InCon,l,1,2,,Switch,red,black,black,NoInc,4400,1,980,2,2,772363,776862,777842,46446,54,725.917,730.416,731.396,28.411,274.422,520.416,246.026,492.021,738.015,InConSwitch
baseline,Cuedts,1,849971,bas_cue_run1_849971,2A,e,v,Con,n,1,1,,,red,black,black,NoInc,2000,1,801,1,1,115550,120043,120844,84430,1,31.12,35.613,36.414,28.413,274.422,520.417,246.024,492.033,738.028,trial1
baseline,Cuedts,1,849971,bas_cue_run1_849971,H5,o,c,Con,l,2,2,,Switch,red,black,black,NoInc,4400,1,1015,2,2,126349,130842,131857,84430,2,41.919,46.412,47.427,28.413,274.422,520.417,246.024,492.033,738.028,ConSwitch
baseline,Cuedts,1,849971,bas_cue_run1_849971,B1,o,c,Con,l,2,2,,Repeat,red,black,black,NoInc,3200,0,1230,1,2,139548,144041,145271,84430,3,55.118,59.611,60.841,28.413,274.422,520.417,246.024,492.033,738.028,ConRepeat
baseline,Cuedts,1,849971,bas_cue_run1_849971,E3,o,v,InCon,l,2,1,,Repeat,red,black,green,Inc,3200,1,934,1,1,151547,156053,156987,84430,4,67.117,71.623,72.557,28.413,274.422,520.417,246.024,492.033,738.028,InConRepeat
baseline,Cuedts,1,849971,bas_cue_run1_849971,D4,e,c,InCon,n,1,2,,Switch,red,black,green,Inc,4400,1,649,1,1,163546,168053,168702,84430,5,79.116,83.623,84.272,28.413,274.422,520.417,246.024,492.033,738.028,InConSwitch
baseline,Cuedts,1,849971,bas_cue_run1_849971,1B,o,c,Con,l,2,2,,Switch,red,black,black,NoInc,2000,1,1380,2,2,176745,181252,182632,84430,6,92.315,96.822,98.202,28.413,274.422,520.417,246.024,492.033,738.028,ConSwitch
baseline,Cuedts,1,849971,bas_cue_run1_849971,5H,o,c,Con,l,2,2,,Repeat,red,black,black,NoInc,2000,1,844,2,2,187544,192051,192895,84430,7,103.114,107.621,108.465,28.413,274.422,520.417,246.024,492.033,738.028,ConRepeat
baseline,Cuedts,1,849971,bas_cue_run1_849971,A2,e,v,Con,l,1,1,,Repeat,red,black,black,NoInc,3200,1,586,1,1,198344,202850,203436,84430,8,113.914,118.42,119.006,28.413,274.422,520.417,246.024,492.033,738.028,ConRepeat
baseline,Cuedts,1,849971,bas_cue_run1_849971,D4,e,c,InCon,l,1,2,,Repeat,red,black,green,Inc,4400,1,874,2,2,210343,214849,215723,84430,9,125.913,130.419,131.293,28.413,274.422,520.417,246.024,492.033,738.028,InConRepeat
baseline,Cuedts,1,849971,bas_cue_run1_849971,B2,e,c,InCon,n,1,2,,Switch,red,black,black,NoInc,3200,1,1554,1,1,223542,228048,229602,84430,10,139.112,143.618,145.172,28.413,274.422,520.417,246.024,492.033,738.028,InConSwitch
baseline,Cuedts,1,849971,bas_cue_run1_849971,I6,e,v,Con,l,1,1,,Switch,red,black,green,Inc,3200,1,1053,1,1,235541,240047,241100,84430,11,151.111,155.617,156.67,28.413,274.422,520.417,246.024,492.033,738.028,ConSwitch
baseline,Cuedts,1,849971,bas_cue_run1_849971,I6,e,v,Con,n,1,1,,Switch,red,black,black,NoInc,4400,1,759,1,1,247553,252046,252805,84430,12,163.123,167.616,168.375,28.413,274.422,520.417,246.024,492.033,738.028,ConSwitch
baseline,Cuedts,1,849971,bas_cue_run1_849971,B1,o,c,Con,n,2,2,,Repeat,red,black,black,NoInc,2000,1,812,2,2,260752,265245,266057,84430,13,176.322,180.815,181.627,28.413,274.422,520.417,246.024,492.033,738.028,ConRepeat
baseline,Cuedts,1,849971,bas_cue_run1_849971,1A,o,v,InCon,l,2,1,,Switch,red,black,black,NoInc,2000,1,815,1,1,271552,276045,276860,84430,14,187.122,191.615,192.43,28.413,274.422,520.417,246.024,492.033,738.028,InConSwitch
baseline,Cuedts,1,849971,bas_cue_run1_849971,A2,e,v,Con,n,1,1,,Switch,red,black,black,NoInc,3200,1,2183,1,1,282351,286844,289027,84430,15,197.921,202.414,204.597,28.413,274.422,520.417,246.024,492.033,738.028,ConSwitch
baseline,Cuedts,1,849971,bas_cue_run1_849971,4D,e,c,InCon,n,1,2,,Repeat,red,black,green,Inc,2000,1,1829,1,1,294350,298843,300672,84430,16,209.92,214.413,216.242,28.413,274.422,520.417,246.024,492.033,738.028,InConRepeat
baseline,Cuedts,1,849971,bas_cue_run1_849971,1B,o,c,Con,n,2,2,,Repeat,red,black,black,NoInc,4400,1,1253,2,2,305149,309642,310895,84430,17,220.719,225.212,226.465,28.413,274.422,520.417,246.024,492.033,738.028,ConRepeat
baseline,Cuedts,1,849971,bas_cue_run1_849971,6I,e,v,Con,n,1,1,,Repeat,red,black,green,Inc,4400,1,1088,1,1,318348,322841,323929,84430,18,233.918,238.411,239.499,28.413,274.422,520.417,246.024,492.033,738.028,ConRepeat
baseline,Cuedts,1,849971,bas_cue_run1_849971,2B,e,c,InCon,l,1,2,,,red,black,black,NoInc,3200,1,1125,2,2,361545,366051,367176,84430,19,277.115,281.621,282.746,28.413,274.422,520.417,246.024,492.033,738.028,trial1
