parcel,estimate,se,df,statistic,p.value,term,p.fdr,hemi,num.roi
RH_SalVentAttn_TempOccPar_1,-0.0419451064814816,0.035398258890533,377.00000024568,-1.18494829395972,0.236784312643467,hiloRN,0.657734201787409,R,294
RH_SalVentAttn_TempOccPar_2,-0.0251489953703704,0.0370336108105234,377.000000365561,-0.679085695938244,0.497500249698499,hiloRN,0.831362053324285,R,295
RH_SalVentAttn_TempOccPar_3,0.00424953703703703,0.035128893872302,377.000000170098,0.120969850416715,0.903779362493213,hiloRN,0.964031319992761,R,296
RH_SalVentAttn_TempOccPar_4,-0.0895460787037036,0.038695864175966,377.000002458865,-2.31409946800777,0.0211992091624675,hiloRN,0.163070839711288,R,297
RH_SalVentAttn_TempOccPar_5,-0.0766508611111112,0.0352966422015397,377.000000205549,-2.17161906431336,0.0305073675560156,hiloRN,0.206905388544729,R,298
RH_SalVentAttn_TempOccPar_6,-0.0926756759259259,0.0488668740467315,377.000000197449,-1.89649282328352,0.0586591194729851,hiloRN,0.306120474823177,R,299
RH_SalVentAttn_TempOccPar_7,-0.0249502268518518,0.0404550375825946,377.000000057892,-0.616739677992202,0.537778699414795,hiloRN,0.851971777845771,R,300
RH_SalVentAttn_PrC_1,-0.00154758333333335,0.0326497746021974,377.000000200256,-0.0473995104771471,0.962219918062997,hiloRN,0.984639742135519,R,301
RH_SalVentAttn_FrOperIns_1,-0.0875459722222219,0.0459402584568427,377.000000338421,-1.90564823017843,0.057456261033768,hiloRN,0.306120474823177,R,302
RH_SalVentAttn_FrOperIns_2,0.0225878796296295,0.0309382986073612,377.000000210375,0.730094434613001,0.465785879328607,hiloRN,0.814425510487068,R,303
RH_SalVentAttn_FrOperIns_3,-0.0814902407407408,0.0475957179418796,377.000000510682,-1.71213386969497,0.0876943361759495,hiloRN,0.377179940541718,R,304
RH_SalVentAttn_FrOperIns_4,-0.0295802916666666,0.0346961833696203,377.000000355974,-0.852551744713422,0.394449216015273,hiloRN,0.764688419147135,R,305
RH_SalVentAttn_FrOperIns_5,0.233193791666667,0.0410875844283459,377.000020333331,5.67552935786095,2.76114956593629e-08,hiloRN,4.73452217027702e-06,R,306
RH_SalVentAttn_FrOperIns_6,-0.0483733194444445,0.0376734630966632,377.000000194263,-1.28401573596586,0.199924994051106,hiloRN,0.610457997102614,R,307
RH_SalVentAttn_FrOperIns_7,0.0136778981481481,0.0347058252060569,377.000015440659,0.394109578635261,0.693722966082173,hiloRN,0.887757754392346,R,308
RH_SalVentAttn_FrOperIns_8,0.0705301527777782,0.036472537507321,377.000000170818,1.93378792916783,0.0538874232490914,hiloRN,0.299374573606063,R,309
RH_SalVentAttn_PFCl_1,0.0336810879629631,0.0313280253206519,377.00000315307,1.07511046796684,0.283012847889155,hiloRN,0.694284707258232,R,310
RH_SalVentAttn_Med_1,0.0602364120370369,0.029541746794493,377.000001371986,2.03902675275335,0.0421443797399828,hiloRN,0.251608237253629,R,311
RH_SalVentAttn_Med_2,-0.0204224027777778,0.0363913980590732,377.000000358217,-0.561187639579734,0.575003034810298,hiloRN,0.872257947794747,R,312
RH_SalVentAttn_Med_3,-0.0421697361111109,0.0375934029372374,377.000000196503,-1.12173234706935,0.262690208115833,hiloRN,0.689749307168543,R,313
RH_SalVentAttn_Med_4,0.111628731481482,0.0336595140859802,377.000018886756,3.31640947627277,0.00100038393146762,hiloRN,0.0210607143466867,R,314
RH_SalVentAttn_Med_5,-0.0463178101851852,0.0343947426932265,377.000001758591,-1.34665377782596,0.178900773539232,hiloRN,0.567938963616609,R,315
