parcel,estimate,se,df,statistic,p.value,term,p.fdr,network
RH_SomMot_26,-0.0564402728105506,0.0714635908067347,51.9999992812862,-0.789776614544699,0.433244970501528,(Intercept),0.956142652908533,SomMot
RH_SomMot_27,-0.147290741607847,0.0635816461606969,51.9999996123795,-2.31656068223813,0.0245017202960149,(Intercept),0.836183875184469,SomMot
RH_SomMot_28,-0.000355519130617263,0.0680293985598665,51.9999972695465,-0.00522596315921275,0.995850301299808,(Intercept),0.999633345361607,SomMot
RH_SomMot_29,-0.0925589246648491,0.0652252942997931,51.9999997480108,-1.41906488362357,0.161846708949775,(Intercept),0.836183875184469,SomMot
RH_SomMot_30,0.0351857713577033,0.0797636651020503,51.9999995561106,0.441125308280234,0.66095102240856,(Intercept),0.995873056054404,SomMot
RH_SomMot_31,0.0558969811398116,0.0720025957976984,51.9999978481107,0.776318971844602,0.441077581635139,(Intercept),0.956142652908533,SomMot
RH_SomMot_32,0.0604235977823734,0.0707559564758051,51.9999977493402,0.853971888614567,0.397037592372964,(Intercept),0.956142652908533,SomMot
RH_SomMot_33,0.0590543337718456,0.0611262226799122,51.9999975286708,0.966104744948562,0.338463609541443,(Intercept),0.943702873286967,SomMot
RH_SomMot_34,0.0815017524187408,0.0757598246482297,51.9999974631904,1.07579119668204,0.286986805689546,(Intercept),0.897601353688125,SomMot
RH_SomMot_35,-0.0763788565020381,0.0710344355996013,51.9999972622917,-1.07523704323579,0.2872324331802,(Intercept),0.897601353688125,SomMot
RH_SomMot_36,-0.0972907190744715,0.0587417520810071,51.9998769691052,-1.65624475995037,0.103695222528438,(Intercept),0.836183875184469,SomMot
RH_SomMot_37,-0.107258218653593,0.064699593039307,51.9999997609163,-1.65778815004957,0.103381778354349,(Intercept),0.836183875184469,SomMot
RH_SomMot_38,-0.012771644798766,0.0690477902812093,51.9999970933131,-0.184968190100672,0.853973532696752,(Intercept),0.995873056054404,SomMot
RH_SomMot_39,-0.0401587316490716,0.0784332079754371,51.9999987419118,-0.51201184658478,0.610810497837165,(Intercept),0.995873056054404,SomMot
RH_SomMot_40,-0.170672087177117,0.0650635672271733,51.9999977131563,-2.62315908042984,0.0114052120211077,(Intercept),0.836183875184469,SomMot
RH_DorsAttn_Post_1,0.00950152599702944,0.0637443580343314,51.9999976088045,0.149056736784644,0.882085445564379,(Intercept),0.995873056054404,DorsAttn
RH_DorsAttn_Post_2,0.0957302001052035,0.0774205925901082,51.9999992195745,1.23649531607221,0.221830373675226,(Intercept),0.839339491410427,DorsAttn
RH_DorsAttn_Post_3,0.0186193549546459,0.0677134690273182,51.9999997401979,0.274972693351955,0.784426830381698,(Intercept),0.995873056054404,DorsAttn
RH_DorsAttn_Post_4,0.0405535866513385,0.0697143319134981,51.9999992283875,0.581710898437033,0.563274860105821,(Intercept),0.982995546213255,DorsAttn
RH_DorsAttn_Post_5,-0.00018900830191735,0.0580907315749322,51.9999998596731,-0.00325367398194229,0.997416398729978,(Intercept),0.999633345361607,DorsAttn
RH_DorsAttn_Post_6,-0.061803205752937,0.0699964943416566,51.9999978974852,-0.882947158057262,0.381328587395188,(Intercept),0.956142652908533,DorsAttn
RH_DorsAttn_Post_7,0.159480411752892,0.0725827734238348,51.9999991825852,2.19722124451808,0.0324835104916007,(Intercept),0.836183875184469,DorsAttn
RH_DorsAttn_Post_8,-0.0808827210854934,0.062342077891981,51.9999985167423,-1.29740175208207,0.200219494213609,(Intercept),0.836183875184469,DorsAttn
RH_DorsAttn_Post_9,-0.13327288157575,0.0710743150861858,51.9999988981188,-1.87512016702717,0.0663967362572091,(Intercept),0.836183875184469,DorsAttn
RH_DorsAttn_Post_10,0.0587210039094393,0.0615996507797296,51.9999993776929,0.953268454709526,0.34486445691551,(Intercept),0.943702873286967,DorsAttn
RH_DorsAttn_Post_11,0.041494730658287,0.0648431827001697,51.9999977768358,0.639924336381755,0.525031388472668,(Intercept),0.982995546213255,DorsAttn
RH_DorsAttn_Post_12,0.0876246912930373,0.0477357897020888,51.9998089425402,1.83561834505909,0.0721354184662816,(Intercept),0.836183875184469,DorsAttn
RH_DorsAttn_Post_13,-0.0127715522844876,0.069109139944066,51.9999983713809,-0.18480265120973,0.854102710917345,(Intercept),0.995873056054404,DorsAttn
RH_DorsAttn_Post_14,0.208100898642819,0.0644810222158901,51.9999986617922,3.22732009343885,0.00216481826163569,(Intercept),0.836183875184469,DorsAttn
RH_DorsAttn_Post_15,0.0821767773821583,0.0690933488034183,51.9999990940812,1.18935872707465,0.239701133252555,(Intercept),0.865183062825977,DorsAttn
