parcel,estimate,se,df,statistic,p.value,term,p.fdr,hemi,num.roi
LH_Default_pCunPCC_5,0.0468109652777778,0.0203333685174443,809.000001829003,2.3021746366136,0.0215784352285895,hiloInCon,0.0854591494201563,L,194
LH_Default_pCunPCC_6,0.00659010648148148,0.0182992863888352,809.00002050553,0.360129151566383,0.718844550364981,hiloInCon,0.812253729225967,L,195
LH_Default_pCunPCC_7,0.0154100694444444,0.016865081321733,809.000001386727,0.913726364579478,0.361132878291847,hiloInCon,0.499916289522489,L,196
LH_Default_pCunPCC_8,0.0195387893518519,0.0167063357491843,809.000020852206,1.16954367763176,0.24252911032695,hiloInCon,0.395915861952489,L,197
LH_Default_pCunPCC_9,0.0391002291666667,0.0159295111550753,809.000001170153,2.45457809634096,0.0143146159489118,hiloInCon,0.0664721089301913,L,198
LH_Default_pCunPCC_10,0.0406456064814814,0.0197509119145446,809.000021028114,2.05791037180161,0.039918619471006,hiloInCon,0.119160058122406,L,199
LH_Default_pCunPCC_11,0.0332259907407407,0.0138283688267462,809.000021392707,2.40274114445635,0.016497001912113,hiloInCon,0.072514294119178,L,200
RH_Vis_1,0.0213074629629629,0.0145236253517545,809.000153673009,1.467089824125,0.142740246205496,hiloInCon,0.274501388980209,R,201
RH_Vis_2,0.00564150231481501,0.0129059156311207,809.000150382374,0.437125305639791,0.662137131913083,hiloInCon,0.774429394050389,R,202
RH_Vis_3,0.0411796967592592,0.018719690842175,809.000021449881,2.19980645548282,0.028102744404029,hiloInCon,0.0913910387122894,R,203
RH_Vis_4,0.0454084421296296,0.0209272933775068,809.000021675488,2.16981915962604,0.0303109547812322,hiloInCon,0.096225253273753,R,204
RH_Vis_5,0.014442064814815,0.0142905877932622,809.000004139075,1.01059977544271,0.312510181158782,hiloInCon,0.461269640086763,R,205
RH_Vis_6,0.0118047453703703,0.016114278820442,809.000062795106,0.732564299147865,0.464036397318641,hiloInCon,0.601426495467378,R,206
RH_Vis_7,0.0205337430555556,0.0163603996892984,809.000020943907,1.2550881057623,0.209809204845071,hiloInCon,0.358648213410377,R,207
RH_Vis_8,0.0292275254629626,0.0205026741429861,809.000001292093,1.42554699251079,0.154384856241267,hiloInCon,0.287294997994863,R,208
RH_Vis_9,0.0246882083333333,0.0151389076878858,809.000144543887,1.63077870889516,0.103326240132654,hiloInCon,0.224175722612907,R,209
RH_Vis_10,0.0486802152777777,0.0215306824542382,809.000021129833,2.26096945051527,0.0240260264761033,hiloInCon,0.0865802755895613,R,210
RH_Vis_11,0.015026037037037,0.0192772148281869,809.000049379929,0.779471369228409,0.435930056920986,hiloInCon,0.579309045742174,R,211
RH_Vis_12,0.0334681875000001,0.0193947942941124,809.000003485809,1.72562735095159,0.0847963291951097,hiloInCon,0.199520774576729,R,212
RH_Vis_13,0.0756844606481482,0.0300676706928588,809.00000021111,2.51713747370938,0.0120234925142384,hiloInCon,0.058651182996285,R,213
RH_Vis_14,0.0340751851851852,0.0231059528650848,809.000186130845,1.4747362025773,0.140672517759528,hiloInCon,0.273741226609597,R,214
RH_Vis_15,0.0303224814814818,0.02373124276565,809.000002429511,1.27774519779353,0.20170580659496,hiloInCon,0.349274123973956,R,215
RH_Vis_16,0.00232968287037037,0.0118876636294156,809.000191344592,0.19597483096726,0.844679080139166,hiloInCon,0.911199684292759,R,216
RH_Vis_17,0.0407882476851854,0.0269770672278474,809.000000129069,1.51196004149336,0.13093454108415,hiloInCon,0.266459758635607,R,217
RH_Vis_18,0.0177624861111101,0.0155390787370247,809.000062139894,1.14308489014782,0.253341499909352,hiloInCon,0.402732595028861,R,218
RH_Vis_19,0.0435958009259258,0.0239489947227724,809.000052959325,1.82036037130493,0.0690734965170711,hiloInCon,0.171935099790692,R,219
RH_Vis_20,0.0585687453703705,0.022003093056778,809.000000682493,2.66184146107261,0.00792565487610634,hiloInCon,0.0459458253687324,R,220
RH_Vis_21,0.0281999120370366,0.0186692920155304,809.000003734355,1.51049713152368,0.131307092827542,hiloInCon,0.266459758635607,R,221
RH_Vis_22,0.0133888263888889,0.0121247015436039,809.000057601194,1.10426028556157,0.269808572917614,hiloInCon,0.422311118071934,R,222
RH_Vis_23,-0.0070427708333334,0.0132862346568945,809.000000403354,-0.530080268428705,0.59620172999977,hiloInCon,0.722668763636085,R,223
RH_Vis_24,0.0211761296296299,0.0159558272774162,809.000054862442,1.32717215230842,0.184826168856902,hiloInCon,0.327125962578587,R,224
RH_Vis_25,0.0135150578703702,0.0143721849992027,809.000000761688,0.940362086288199,0.347312551322381,hiloInCon,0.489172607496312,R,225
RH_Vis_26,0.00701740277777789,0.0134343118936399,809.000000822131,0.522349252669957,0.601570182409989,hiloInCon,0.725584567963594,R,226
RH_Vis_27,0.031820125,0.0143294896921404,809.00015041951,2.22060420040312,0.0266540763028628,hiloInCon,0.0901398038682445,R,227
RH_Vis_28,0.0218824722222217,0.0146668988137209,809.00005803943,1.49196312732113,0.136098645141345,hiloInCon,0.269396523464231,R,228
RH_Vis_29,0.00169754398148127,0.014898431822618,809.00005267071,0.113941118212465,0.909312740258069,hiloInCon,0.944740509359032,R,229
RH_Vis_30,0.0118098888888889,0.014522197524164,809.000021863476,0.813230151238338,0.416325381540687,hiloInCon,0.556957032161454,R,230
RH_SomMot_1,0.00587758796296299,0.0112728389777967,809.000000193398,0.52139376554031,0.602235191409783,hiloInCon,0.725584567963594,R,231
RH_SomMot_2,0.0141269884259258,0.0148255715125421,809.000162504529,0.952879854511823,0.340935557056827,hiloInCon,0.484651622465203,R,232
RH_SomMot_3,0.0268663981481481,0.018558230858138,809.000023932285,1.44768099683203,0.148093688661728,hiloInCon,0.280611792925051,R,233
RH_SomMot_4,0.0222098310185185,0.0149465692969105,809.000001389418,1.48594841915391,0.137682342833256,hiloInCon,0.269965378104424,R,234
RH_SomMot_5,0.0295327731481481,0.0163302974780657,809.000020402832,1.80846510529373,0.0709053281820991,hiloInCon,0.172939824834388,R,235
RH_SomMot_6,0.0270825949074075,0.0172697909138267,809.000001706766,1.56820629980669,0.117224025577166,hiloInCon,0.249412820376948,R,236
RH_SomMot_7,0.00454822916666668,0.0173999546187551,809.000001313035,0.261393162587,0.793855859971038,hiloInCon,0.869979024625795,R,237
